8.000000000000007105e-02,1.550000000000000000e+01,0.000000000000000000e+00
1.699999999999999289e-01,1.630000000000000071e+01,0.000000000000000000e+00
2.500000000000000000e-01,1.630000000000000071e+01,0.000000000000000000e+00
3.300000000000000711e-01,1.630000000000000071e+01,0.000000000000000000e+00
4.199999999999999289e-01,1.669999999999999929e+01,0.000000000000000000e+00
5.000000000000000000e-01,1.669999999999999929e+01,0.000000000000000000e+00
5.800000000000000711e-01,1.780000000000000071e+01,0.000000000000000000e+00
6.699999999999999289e-01,1.780000000000000071e+01,0.000000000000000000e+00
7.500000000000000000e-01,1.780000000000000071e+01,0.000000000000000000e+00
8.300000000000000711e-01,1.800000000000000000e+01,0.000000000000000000e+00
9.199999999999999289e-01,1.800000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,1.780000000000000071e+01,0.000000000000000000e+00
1.080000000000000071e+00,1.780000000000000071e+01,0.000000000000000000e+00
1.169999999999999929e+00,1.780000000000000071e+01,0.000000000000000000e+00
1.250000000000000000e+00,1.760000000000000142e+01,0.000000000000000000e+00
1.330000000000000071e+00,1.760000000000000142e+01,0.000000000000000000e+00
1.419999999999999929e+00,1.760000000000000142e+01,0.000000000000000000e+00
1.500000000000000000e+00,1.760000000000000142e+01,0.000000000000000000e+00
1.580000000000000071e+00,1.760000000000000142e+01,0.000000000000000000e+00
1.669999999999999929e+00,1.739999999999999858e+01,0.000000000000000000e+00
1.750000000000000000e+00,1.739999999999999858e+01,0.000000000000000000e+00
1.830000000000000071e+00,1.739999999999999858e+01,0.000000000000000000e+00
1.919999999999999929e+00,1.739999999999999858e+01,0.000000000000000000e+00
2.000000000000000000e+00,1.719999999999999929e+01,0.000000000000000000e+00
2.080000000000000071e+00,1.719999999999999929e+01,0.000000000000000000e+00
2.169999999999999929e+00,1.710000000000000142e+01,0.000000000000000000e+00
2.250000000000000000e+00,1.710000000000000142e+01,0.000000000000000000e+00
2.330000000000000071e+00,1.710000000000000142e+01,0.000000000000000000e+00
2.419999999999999929e+00,1.710000000000000142e+01,0.000000000000000000e+00
2.500000000000000000e+00,1.719999999999999929e+01,0.000000000000000000e+00
2.580000000000000071e+00,1.719999999999999929e+01,0.000000000000000000e+00
2.669999999999999929e+00,1.719999999999999929e+01,0.000000000000000000e+00
2.750000000000000000e+00,1.669999999999999929e+01,0.000000000000000000e+00
2.830000000000000071e+00,1.669999999999999929e+01,0.000000000000000000e+00
2.919999999999999929e+00,1.660000000000000142e+01,0.000000000000000000e+00
3.000000000000000000e+00,1.660000000000000142e+01,0.000000000000000000e+00
3.080000000000000071e+00,1.639999999999999858e+01,0.000000000000000000e+00
3.169999999999999929e+00,1.639999999999999858e+01,0.000000000000000000e+00
3.250000000000000000e+00,1.639999999999999858e+01,0.000000000000000000e+00
3.330000000000000071e+00,1.639999999999999858e+01,0.000000000000000000e+00
3.419999999999999929e+00,1.650000000000000000e+01,0.000000000000000000e+00
3.500000000000000000e+00,1.650000000000000000e+01,0.000000000000000000e+00
3.580000000000000071e+00,1.610000000000000142e+01,0.000000000000000000e+00
3.669999999999999929e+00,1.610000000000000142e+01,0.000000000000000000e+00
3.750000000000000000e+00,1.569999999999999929e+01,0.000000000000000000e+00
3.830000000000000071e+00,1.569999999999999929e+01,0.000000000000000000e+00
3.919999999999999929e+00,1.610000000000000142e+01,0.000000000000000000e+00
4.000000000000000000e+00,1.610000000000000142e+01,0.000000000000000000e+00
4.080000000000000071e+00,1.610000000000000142e+01,0.000000000000000000e+00
4.169999999999999929e+00,1.610000000000000142e+01,0.000000000000000000e+00
4.250000000000000000e+00,1.590000000000000036e+01,0.000000000000000000e+00
4.330000000000000071e+00,1.590000000000000036e+01,0.000000000000000000e+00
4.419999999999999929e+00,1.569999999999999929e+01,0.000000000000000000e+00
4.500000000000000000e+00,1.569999999999999929e+01,0.000000000000000000e+00
4.580000000000000071e+00,1.559999999999999964e+01,0.000000000000000000e+00
4.669999999999999929e+00,1.559999999999999964e+01,0.000000000000000000e+00
4.750000000000000000e+00,1.559999999999999964e+01,0.000000000000000000e+00
4.830000000000000071e+00,1.559999999999999964e+01,0.000000000000000000e+00
4.919999999999999929e+00,1.590000000000000036e+01,0.000000000000000000e+00
5.000000000000000000e+00,1.590000000000000036e+01,0.000000000000000000e+00
